0,14037,22329,26385,25949,33398,51269,35991,69598,45110,60678,88074,81798,115047,108538,70030,115800,125237,129757,98270,129757,129757,82933,233096,85762,89196,89110,89293,97712,99846,147549,133896,134447,126386,145427,148400,145003,135737,149456,160685,167246,175137,175004,192103,159542,237768,188294,148591,159650,207484,215134,181668,172106,227186,184321,200920,203725,227418,177684,199129,211640,199849,220571,220571,227186,246672,246968,255675,280866,287379,269854,283853,311716,237768,257378,277064,255675,227418,307642,269854,277930,321091,272364,346480,312115,335044,334395,339186,363723,364505,371612,391608,411013,427665,425085,397248,331273,349399,338964,329578,363204,350442,341617,383361,337936,420800,397868,388610,407074,350082,347073,368560,372656,353831,384042,330413,326353,334038,330411,350577,386206,367694,384771,383816,387506,357699,376192,375731,360051,343575,309993,382541,394388,367720,353539,341938,340644,372866,363201,313933,342566,400785,400785,412134,398197,406569,409375,394037,397060,385486,393345,392564,399682,406930,398612,381543,382947,393895,397982,397083,403058,398903,397963,418400,414213,420034,423577,428029,438205,441068,448616,451866,448763
14077,0,8296,13283,11912,19361,38150,21954,56111,31073,47559,74972,68696,101945,95051,55993,102313,111750,116655,84783,116655,116655,68896,223920,71725,75159,75073,75256,83675,88260,143139,122311,122861,121976,141017,143990,140593,131327,145046,156275,162836,170727,170594,182927,150366,230157,179118,139415,148064,195898,207522,177258,162930,218010,172735,193308,193877,215832,168508,189953,202464,195439,211395,211395,218010,237496,237792,244089,269280,279768,265444,279443,307306,230157,251984,272654,244089,215832,303232,265444,273520,316681,267954,342070,307705,330634,329985,334776,359313,360095,367202,387198,404181,420833,417474,389637,326863,341788,334554,325168,358794,346032,337207,378951,333526,413968,391036,384200,402664,342471,339462,360949,365045,346220,376431,321237,317177,324862,321234,341400,377030,358518,375594,374640,378330,348523,367016,366555,350875,334399,300817,373364,385212,358544,344363,332762,331467,363689,354024,304756,333390,391609,391609,402958,389020,397393,400198,384861,387884,376310,384169,383388,390506,397754,389436,372367,373771,384719,388806,387907,393882,389727,388787,409224,405037,410858,414401,418853,429029,431892,439440,442690,439587
22368,8296,0,7811,11123,16665,29928,20320,47889,28377,39337,69500,63224,96473,86829,52074,94091,103528,111183,76561,111183,111183,66200,222286,69030,72463,73726,73622,82041,86626,151435,120677,121227,130272,148850,152286,148889,139623,153342,164571,171132,179023,178890,181293,148732,228523,177484,137781,146430,194264,205888,185554,161296,216376,171101,191674,192243,214198,166874,188319,200830,203272,209761,209761,216376,235862,236158,242455,267646,278134,266367,280586,311818,228523,250350,275872,242455,214198,304063,266367,272322,319984,271322,344521,315538,331777,331128,335607,365019,361238,371275,391271,402547,419199,415840,388003,327694,340154,336340,327620,362867,345372,345040,380094,334357,412334,389402,388273,406737,340837,337828,359315,363411,344586,374797,319603,315543,323228,319600,339766,375396,356884,373960,373006,376696,346889,365382,364921,349241,332765,299183,371730,383578,356910,342729,331128,329833,362055,352390,303122,331756,389975,389975,401324,387386,395759,398564,383227,386250,374676,382535,381754,388872,396120,387802,370733,372137,383085,387172,386273,392248,388093,387153,407590,403403,409224,412767,417219,427395,430258,437806,441056,437953
26361,12969,7824,0,7144,10795,24884,14450,43213,21009,34293,61689,55413,88662,82153,45353,89415,98852,103372,71885,103372,103372,58487,216413,61661,65095,67856,67749,76168,80753,150927,114804,115354,126749,142977,149680,148382,139115,152834,164063,170226,175878,175745,175420,142859,222650,171611,131908,140557,188391,200015,180383,155423,210503,165228,185801,186370,208325,161001,182446,194957,197399,203888,203888,210503,229989,230285,236582,261773,272261,260494,274713,305945,222650,244477,269999,236582,208325,298190,260494,266449,314111,265449,338648,309665,325904,325255,329734,359146,355365,365402,385398,396674,413326,409967,382130,321821,334281,330467,321747,356994,339499,339167,374221,328484,406461,383529,382400,400864,334964,331955,353442,357538,338713,368924,313730,309670,317355,313727,333893,369523,351011,368087,367133,370823,341016,359509,359048,343368,326892,293310,365857,377705,351037,336856,325255,323960,356182,346517,297249,325883,384102,384102,395451,381513,389886,392691,377354,380377,368803,376662,375881,382999,390247,381929,364860,366264,377212,381299,380400,386375,382220,381280,401717,397530,403351,406894,411346,421522,424385,431933,435183,432080
26100,12023,11855,7334,0,9127,32217,10042,50547,22348,41626,65268,58992,92241,89487,47268,96749,106125,106951,77123,106951,106951,59826,212008,62925,66359,63161,63344,71763,76348,144425,110399,110949,122344,138572,145275,141880,132613,146332,157561,164122,171473,171340,171015,138454,218245,167206,127503,136152,183986,195610,175978,151018,206098,160823,181396,181965,203920,156596,178041,190552,192994,199483,199483,206098,225584,225880,232177,257368,267856,256089,270308,301540,218245,240072,265594,232177,203920,293785,256089,262044,309706,261044,334243,305260,321499,320850,325329,354741,350960,360997,380993,392269,408921,405562,377725,317416,329876,326062,317342,352589,335094,334762,369816,324079,402056,379124,377995,396459,330559,327550,349037,353133,334308,364519,309325,305265,312950,309322,329488,365118,346606,363682,362728,366418,336611,355104,354643,338963,322487,288905,361452,373300,346632,332451,320850,319555,351777,342112,292844,321478,379697,379697,391046,377108,385481,388286,372949,375972,364398,372257,371476,378594,385842,377524,360455,361859,372807,376894,375995,381970,377815,376875,397312,393125,398946,402489,406941,417117,419980,427528,430778,427675
33584,19507,17517,11109,9495,0,27614,6478,45878,13221,33974,56141,49865,83114,83556,38141,90818,96998,97824,67996,97824,97824,50699,208441,53873,57307,59884,59777,68196,72781,153471,106832,107382,118777,135005,141708,140993,140069,149880,158183,162254,167906,167773,167448,134887,214678,163639,123936,132585,180419,192043,172411,147451,202531,157256,177829,178398,200353,153029,174474,186985,189427,195916,195916,202531,222017,222313,228610,253801,264289,252522,266741,297973,214678,236505,262027,228610,200353,290218,252522,258477,306139,257477,330676,301693,317932,317283,321762,351174,347393,357430,377426,388702,405354,401995,374158,313849,326309,322495,313775,349022,331527,331195,366249,320512,398489,375557,374428,392892,326992,323983,345470,349566,330741,360952,305758,301698,309383,305755,325921,361551,343039,360115,359161,362851,333044,351537,351076,335396,318920,285338,357885,369733,343065,328884,317283,315988,348210,338545,289277,317911,376130,376130,387479,373541,381914,384719,369382,372405,360831,368690,367909,375027,382275,373957,356888,358292,369240,373327,372428,378403,374248,373308,393745,389558,395379,398922,403374,413550,416413,423961,427211,424108
51298,37906,29864,24937,32080,29737,0,31298,22899,17679,9409,44603,35780,75924,61839,22146,69101,78538,90634,51571,90634,90634,51772,219610,58677,62110,71053,70946,79365,83950,171518,118001,118551,129946,146174,152877,152162,151238,161049,169352,173423,179075,178942,178617,146056,225847,174808,135105,143754,191588,203212,183580,158620,213700,168425,188998,189567,211522,164198,185643,198154,200596,207085,207085,213700,233186,233482,239779,264970,275458,263691,277910,309142,225847,247674,273196,239779,211522,301387,263691,269646,317308,268646,341845,312862,329101,328452,332931,362343,358562,368599,388595,399871,416523,413164,385327,325018,337478,333664,324944,360191,342696,342364,377418,331681,409658,386726,385597,404061,338161,335152,356639,360735,341910,372121,316927,312867,320552,316924,337090,372720,354208,371284,370330,374020,344213,362706,362245,346565,330089,296507,369054,380902,354234,340053,328452,327157,359379,349714,300446,329080,387299,387299,398648,384710,393083,395888,380551,383574,372000,379859,379078,386196,393444,385126,368057,369461,380409,384496,383597,389572,385417,384477,404914,400727,406548,410091,414543,424719,427582,435130,438380,435277
36296,22219,20730,14322,10196,6457,31112,0,47365,14709,35462,59639,53263,86611,86305,39629,93567,100495,101322,69484,101322,101322,51069,201966,52883,56317,53410,53302,61721,66306,153874,100357,100907,112302,128530,135233,134518,133594,143405,151708,155779,161431,161298,160973,128412,208203,157164,117461,126110,173944,185568,165936,140976,196056,150781,171354,171923,193878,146554,167999,180510,182952,189441,189441,196056,215542,215838,222135,247326,257814,246047,260266,291498,208203,230030,255552,222135,193878,283743,246047,252002,299664,251002,324201,295218,311457,310808,315287,344699,340918,350955,370951,382227,398879,395520,367683,307374,319834,316020,307300,342547,325052,324720,359774,314037,392014,369082,367953,386417,320517,317508,338995,343091,324266,354477,299283,295223,302908,299280,319446,355076,336564,353640,352686,356376,326569,345062,344601,328921,312445,278863,351410,363258,336590,322409,310808,309513,341735,332070,282802,311436,369655,369655,381004,367066,375439,378244,362907,365930,354356,362215,361434,368552,375800,367482,350413,351817,362765,366852,365953,371928,367773,366833,387270,383083,388904,392447,396899,407075,409938,417486,420736,417633
69314,55922,47880,42953,50097,45038,20723,46599,0,32980,13131,39571,30748,54941,38940,20017,46202,55639,68305,28672,68305,68305,51571,224388,66308,71947,87256,86247,94666,99251,186819,133302,133852,145247,161475,168178,167463,166539,176350,184653,188724,194376,194243,193918,161357,241148,190109,150406,159055,206889,218513,198881,173921,229001,183726,204299,204868,226823,179499,200944,201308,215897,211863,211863,229001,248487,248783,255080,280271,290759,278992,293211,324443,241148,262975,288497,255080,226823,316688,278992,284947,332609,283947,357146,328163,344402,343753,348232,377644,373863,383900,403896,415172,431824,428465,400628,340319,352779,348965,340245,375492,357997,357665,392719,346982,424959,402027,400898,419362,353462,350453,371940,376036,357211,387422,321705,317645,325330,321702,341868,377498,358986,376062,375108,378797,348990,367484,367022,351343,334866,301285,373832,385680,359012,344831,333230,331935,364157,354492,305224,333858,392076,392076,403426,389488,397861,400666,385329,388351,376777,384637,383856,390974,398222,389904,372835,374239,385187,389274,388375,394350,390195,389255,409692,405505,411326,414869,419321,429497,432360,439908,443158,440055
46376,32685,27839,20015,22673,13178,17773,14740,33621,0,21718,47377,38554,76636,72098,24920,79360,89260,91346,54775,91346,91346,37823,202832,40998,44431,54276,54168,62587,67172,154740,101223,101773,113168,129396,136099,135384,134460,144271,152574,156645,162297,162164,161839,129278,209069,158030,118327,126976,174810,186434,166802,141842,196922,151647,172220,172789,194744,147420,168865,181376,183818,190307,190307,196922,216408,216704,223001,248192,258680,246913,261132,292364,209069,230896,256418,223001,194744,284609,246913,252868,300530,251868,325067,296084,312323,311674,316153,345565,341784,351821,371817,383093,399745,396386,368549,308240,320700,316886,308166,343413,325918,325586,360640,314903,392880,369948,368819,387283,321383,318374,339861,343957,325132,355343,300149,296089,303774,300146,320312,355942,337430,354506,353552,357242,327435,345928,345467,329787,313311,279729,352276,364124,337456,323275,311674,310379,342601,332936,283668,312302,370521,370521,381870,367932,376305,379110,363773,366796,355222,363081,362300,369418,376666,368348,351279,352683,363631,367718,366819,372794,368639,367699,388136,383949,389770,393313,397765,407941,410804,418352,421602,418499
